year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2011,Hyundai,Tucson,GL,suv,automatic,km8jt3abxbu200999,pr,33.0,58195.0,silver,black,oriental bank,12100.0,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT)
2012,BMW,X5,xDrive35i Premium,SUV,,5uxzv4c56cl752942,pa,43.0,42281.0,silver,black,tdaf remarketing,35500.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4dh810613,fl,41.0,28731.0,silver,gray,merchants leasing,12600.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2007,Chevrolet,Tahoe,LT,suv,automatic,1gnfc13j07r180315,ca,24.0,145412.0,beige,beige,lobel financial corp,12000.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2010,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,3gcrkte32ag154521,tn,35.0,74259.0,black,black,midtown motors,21200.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2009,BMW,X6,xDrive35i,SUV,automatic,5uxfg435x9l224004,fl,35.0,45033.0,black,brown,lauderdale imports ltd bmw pembrok pines,28500.0,Fri May 29 2015 02:35:00 GMT-0700 (PDT)
2008,Toyota,Sienna,LE 7-Passenger,Minivan,automatic,5tdzk23c88s163393,pa,27.0,176378.0,white,gray,peruzzi toyota,3900.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57k991147319,fl,33.0,159771.0,blue,beige,nicholas financial inc/clearwater,3200.0,Thu Feb 12 2015 07:00:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c58ct186098,ca,37.0,23563.0,red,black,bmw mini financial services,13750.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LS,Wagon,automatic,3gnca13b39s609173,pa,27.0,60019.0,black,gray,jpmorgan chase bank n.a.,5100.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2008,Cadillac,CTS,Base,Sedan,,1g6dv57v280212544,fl,23.0,113936.0,black,black,onemain rem/auto club of miami inc dba north dad,8900.0,Fri Jan 02 2015 10:20:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5ap7cc859301,pa,42.0,54803.0,white,black,nissan-infiniti lt,17800.0,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2008,Ford,F-150,XLT,supercab,automatic,1ftrx12v68fa59578,mo,38.0,78713.0,silver,gray,car city inc,12900.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,BMW,3 Series,328i,sedan,automatic,wba3a5c59df354937,ca,44.0,26280.0,white,black,aaero sweet corporation,23000.0,Wed Jun 17 2015 05:00:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SXT,sedan,,1c3cdzcb1dn661259,pa,37.0,48321.0,white,black,the hertz corporation,9800.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2009,Suzuki,SX4,Crossover,Hatchback,manual,js2yb413795102317,pa,37.0,178620.0,silver,black,chevrolet 21 inc,3450.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak6cw183490,pa,36.0,62520.0,gray,black,the hertz corporation,12300.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2014,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap7el676767,fl,23.0,5907.0,silver,black,florida auto financial group,11400.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57569nl79279,ca,32.0,60833.0,white,—,high bid trading co inc,13500.0,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57k191182226,mo,39.0,46543.0,gray,gray,exeter finance corp,9600.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2000,Nissan,Sentra,XE,Sedan,automatic,3n1cb51d4yl308604,wi,1.0,157707.0,gray,gray,total finance llc,550.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2011,Mazda,Mazda3,i Sport,sedan,automatic,jm1bl1ug6b1483200,ca,4.0,46670.0,white,black,jpmorgan chase bank n.a.,10250.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2015,Toyota,Corolla,LE,Sedan,automatic,5yfburhe2fp265308,ga,37.0,3628.0,white,gray,web auto special inc,14100.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2013,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae4du657860,ca,37.0,23780.0,silver,gray,hyundai motor finance,12900.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2001,Toyota,Sequoia,SR5,suv,,5tdbt44ax1s023519,ca,38.0,159413.0,gold,tan,clear view systems,4700.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
